date,shift,pump,raw_text,Seal_Issue,Low_Level,Pressure_Issue,Trip_Issue,Flow_Issue,Maintenance_Event,Mode_Event,Total_Failure
2025-03-03,Night,P35B,bin # 1 p-35-b,0,0,0,0,0,0,0,0
2025-03-03,Night,P36A,bin 4 p-36-a,0,0,0,0,0,0,0,0
2025-03-03,Night,P37A,bin # 14 p-37 a/b,0,0,0,0,0,0,0,0
2025-03-03,Night,P41B,bin #3 p-41b (main sat box t and i bin #24),0,0,0,0,0,0,0,0
2025-03-03,Night,P669B,p669b were good throughout the night.,0,0,0,0,0,0,0,0
2025-03-04,Day,P1B,"turner pulled p-1b suction expansion joint, & dropped in new expansion joint.",0,0,0,0,0,0,0,0
2025-03-04,Day,P216A,b&r worked on p-216a case drains.,0,0,0,0,0,0,0,0
2025-03-04,Day,P70B,07:23 p-70b online. | 08:20 p-70b offline.,0,0,0,0,0,0,1,0
2025-03-04,Night,P15B,bin #7 p-15b,0,0,0,0,0,0,0,0
2025-03-04,Night,P15C,bin #1 p-15 c,0,0,0,0,0,0,0,0
2025-03-04,Night,P1B,2: p-1b,0,0,0,0,0,0,0,0
2025-03-04,Night,P212A,bin 1 p-212-a,0,0,0,0,0,0,0,0
2025-03-04,Night,P213A,bin # 11 p-213 a/b,0,0,0,0,0,0,0,0
2025-03-04,Night,P214A,bin 2 p-214-a,0,0,0,0,0,0,0,0
2025-03-04,Night,P215,bin #2 p-215,0,0,0,0,0,0,0,0
2025-03-04,Night,P216A,"1730 brown and root p-216a - fit and weld case drains & prep 12"" for pt and install | v-300 work put on hold due to elevated voc's, strong north wind and welding job to the south at p-216a | #34 : p-216a",0,0,0,0,0,0,0,0
2025-03-04,Night,P216B,1: p-216b,0,0,0,0,0,0,0,0
2025-03-04,Night,P35A,bin 5 p-35-a,0,0,0,0,0,0,0,0
2025-03-04,Night,P35B,bin # 1 p-35-b,0,0,0,0,0,0,0,0
2025-03-04,Night,P36A,bin 4 p-36-a,0,0,0,0,0,0,0,0
2025-03-04,Night,P37A,bin # 14 p-37 a/b,0,0,0,0,0,0,0,0
2025-03-04,Night,P41B,bin #3 p-41b (main sat box t and i bin #24),0,0,0,0,0,0,0,0
2025-03-05,Day,P1B,bin 2 p-1b pull turbine,0,0,0,0,0,0,0,0
2025-03-05,Day,P212A,bin 1 p-212a,0,0,0,0,0,0,0,0
2025-03-05,Day,P214A,bin 2 p-214a,0,0,0,0,0,0,0,0
2025-03-05,Day,P216A,b&r has the 12” suction piping for p-216a/b in position & are making welds. 09:14 | b&r is continuing work on p-216a case drains. 06:00,0,0,0,0,0,0,0,0
2025-03-05,Day,P216B,bin 1 p-216b,0,0,0,0,0,0,0,0
2025-03-05,Day,P41B,bin 3 p-41b seal repair,1,0,0,0,0,1,0,1
2025-03-05,Day,P44S,bin 2 sv-981 @ p-44s,0,0,0,0,0,0,0,0
2025-03-05,Night,P15B,bin #7 p-15b,0,0,0,0,0,0,0,0
2025-03-05,Night,P15C,bin #1 p-15 c,0,0,0,0,0,0,0,0
2025-03-05,Night,P1B,2: p-1b,0,0,0,0,0,0,0,0
2025-03-05,Night,P202,"dew point at p45 = 20 deg f, p208 = 22 deg f, p202 = 25 deg f, and d63 to cold box = -18 deg f.",0,0,0,0,0,0,0,0
2025-03-05,Night,P208,"dew point at p45 = 20 deg f, p208 = 22 deg f, p202 = 25 deg f, and d63 to cold box = -18 deg f.",0,0,0,0,0,0,0,0
2025-03-05,Night,P212A,bin 1 p-212-a,0,0,0,0,0,0,0,0
2025-03-05,Night,P213A,bin # 11 p-213 a/b,0,0,0,0,0,0,0,0
2025-03-05,Night,P214A,bin 2 p-214-a,0,0,0,0,0,0,0,0
2025-03-05,Night,P215,bin #2 p-215,0,0,0,0,0,0,0,0
2025-03-05,Night,P216A,1730 brown and root p-216a fit and weld case drains | #34 : p-216a,0,0,0,0,0,0,0,0
2025-03-05,Night,P216B,1: p-216b,0,0,0,0,0,0,0,0
2025-03-05,Night,P35A,bin 5 p-35-a,0,0,0,0,0,0,0,0
2025-03-05,Night,P35B,bin # 1 p-35-b,0,0,0,0,0,0,0,0
2025-03-05,Night,P36A,bin 4 p-36-a,0,0,0,0,0,0,0,0
2025-03-05,Night,P37A,bin # 14 p-37 a/b,0,0,0,0,0,0,0,0
2025-03-05,Night,P41B,bin #3 p-41b (main sat box t and i bin #24),0,0,0,0,0,0,0,0
2025-03-05,Night,P45,"dew point at p45 = 20 deg f, p208 = 22 deg f, p202 = 25 deg f, and d63 to cold box = -18 deg f.",0,0,0,0,0,0,0,0
2025-03-06,Day,P1B,bin 2 p-1b pull turbine,0,0,0,0,0,0,0,0
2025-03-06,Day,P212A,bin 1 p-212a,0,0,0,0,0,0,0,0
2025-03-06,Day,P214A,bin 2 p-214a,0,0,0,0,0,0,0,0
2025-03-06,Day,P216B,bin 1 p-216b,0,0,0,0,0,0,0,0
2025-03-06,Day,P35A,installed vibration sensors on p-35a,0,0,0,0,0,0,0,0
2025-03-06,Day,P41B,bin 3 p-41b seal repair,1,0,0,0,0,1,0,1
2025-03-06,Day,P44S,bin 2 sv-981 @ p-44s,0,0,0,0,0,0,0,0
2025-03-06,Night,P15B,bin #7 p-15b,0,0,0,0,0,0,0,0
2025-03-06,Night,P15C,bin #1 p-15 c,0,0,0,0,0,0,0,0
2025-03-06,Night,P1B,2: p-1b,0,0,0,0,0,0,0,0
2025-03-06,Night,P212A,bin 1 p-212-a,0,0,0,0,0,0,0,0
2025-03-06,Night,P213A,bin # 11 p-213 a/b,0,0,0,0,0,0,0,0
2025-03-06,Night,P214A,bin 2 p-214-a,0,0,0,0,0,0,0,0
2025-03-06,Night,P215,bin #2 p-215,0,0,0,0,0,0,0,0
2025-03-06,Night,P216A,#34 : p-216a,0,0,0,0,0,0,0,0
2025-03-06,Night,P216B,1: p-216b,0,0,0,0,0,0,0,0
2025-03-06,Night,P35A,bin 5 p-35-a,0,0,0,0,0,0,0,0
2025-03-06,Night,P35B,bin # 1 p-35-b,0,0,0,0,0,0,0,0
2025-03-06,Night,P36A,bin 4 p-36-a,0,0,0,0,0,0,0,0
2025-03-06,Night,P37A,bin # 14 p-37 a/b,0,0,0,0,0,0,0,0
2025-03-06,Night,P41B,bin #3 p-41b (main sat box t and i bin #24),0,0,0,0,0,0,0,0
2025-03-07,Day,P1B,bin 2 p-1b pull turbine,0,0,0,0,0,0,0,0
2025-03-07,Day,P212A,bin 1 p-212a,0,0,0,0,0,0,0,0
2025-03-07,Day,P214A,bin 2 p-214a,0,0,0,0,0,0,0,0
2025-03-07,Day,P216A,b&r is welding on 12” p-216a/b suction piping. | b&r continued to work on p-216a case drains.,0,0,0,0,0,0,0,0
2025-03-07,Day,P216B,bin 1 p-216b,0,0,0,0,0,0,0,0
2025-03-07,Day,P35A,installed vibration sensors on p-35a,0,0,0,0,0,0,0,0
2025-03-07,Day,P41B,bin 3 p-41b seal repair,1,0,0,0,0,1,0,1
2025-03-07,Day,P44S,bin 2 sv-981 @ p-44s,0,0,0,0,0,0,0,0
2025-03-07,Night,P15B,bin # 7 p-15b,0,0,0,0,0,0,0,0
2025-03-07,Night,P15C,bin #1 p-15c,0,0,0,0,0,0,0,0
2025-03-07,Night,P1B,2: p-1b,0,0,0,0,0,0,0,0
2025-03-07,Night,P212A,bin 1 p-212-a,0,0,0,0,0,0,0,0
2025-03-07,Night,P213A,bin # 11 p-213 a/b,0,0,0,0,0,0,0,0
2025-03-07,Night,P214A,bin 2 p-214-a,0,0,0,0,0,0,0,0
2025-03-07,Night,P215,bin #2 p-215,0,0,0,0,0,0,0,0
2025-03-07,Night,P216A,#34 : p-216a,0,0,0,0,0,0,0,0
2025-03-07,Night,P216B,1: p-216b,0,0,0,0,0,0,0,0
2025-03-07,Night,P35A,bin 5 p-35-a,0,0,0,0,0,0,0,0
2025-03-07,Night,P35B,bin # 1 p-35-b,0,0,0,0,0,0,0,0
2025-03-07,Night,P36A,bin 4 p-36-a,0,0,0,0,0,0,0,0
2025-03-07,Night,P37A,bin # 14 p-37 a/b,0,0,0,0,0,0,0,0
2025-03-07,Night,P41B,bin #3 p-41b (main sat box is at t&i south bin #24,0,0,0,0,0,0,0,0
2025-03-08,Night,P15B,bin #7 p-15b,0,0,0,0,0,0,0,0
2025-03-08,Night,P15C,bin #1 p-15 c,0,0,0,0,0,0,0,0
2025-03-08,Night,P1B,2: p-1b,0,0,0,0,0,0,0,0
2025-03-08,Night,P212A,bin 1 p-212-a,0,0,0,0,0,0,0,0
2025-03-08,Night,P213A,bin # 11 p-213 a/b,0,0,0,0,0,0,0,0
2025-03-08,Night,P214A,bin 2 p-214-a,0,0,0,0,0,0,0,0
2025-03-08,Night,P215,bin #2 p-215,0,0,0,0,0,0,0,0
2025-03-08,Night,P216A,#34 : p-216a,0,0,0,0,0,0,0,0
2025-03-08,Night,P216B,1: p-216b,0,0,0,0,0,0,0,0
2025-03-08,Night,P35A,bin 5 p-35-a,0,0,0,0,0,0,0,0
2025-03-08,Night,P35B,bin # 1 p-35-b,0,0,0,0,0,0,0,0
2025-03-08,Night,P36A,bin 4 p-36-a,0,0,0,0,0,0,0,0
2025-03-08,Night,P37A,bin # 14 p-37 a/b,0,0,0,0,0,0,0,0
2025-03-08,Night,P41B,bin #3 p-41b (main sat box t and i bin #24),0,0,0,0,0,0,0,0
2025-03-09,Night,P15B,bin #7 p-15b,0,0,0,0,0,0,0,0
2025-03-09,Night,P15C,bin #1 p-15 c,0,0,0,0,0,0,0,0
2025-03-09,Night,P1B,2: p-1b,0,0,0,0,0,0,0,0
2025-03-09,Night,P212A,bin 1 p-212-a,0,0,0,0,0,0,0,0
2025-03-09,Night,P213A,bin # 11 p-213 a/b,0,0,0,0,0,0,0,0
2025-03-09,Night,P214A,bin 2 p-214-a,0,0,0,0,0,0,0,0
2025-03-09,Night,P215,bin #2 p-215,0,0,0,0,0,0,0,0
2025-03-09,Night,P216A,#34 : p-216a,0,0,0,0,0,0,0,0
2025-03-09,Night,P216B,1: p-216b,0,0,0,0,0,0,0,0
2025-03-09,Night,P35A,bin 5 p-35-a,0,0,0,0,0,0,0,0
2025-03-09,Night,P35B,bin # 1 p-35-b,0,0,0,0,0,0,0,0
2025-03-09,Night,P36A,bin 4 p-36-a,0,0,0,0,0,0,0,0
2025-03-09,Night,P37A,bin # 14 p-37 a/b,0,0,0,0,0,0,0,0
2025-03-09,Night,P41B,bin #3 p-41b (main sat box t and i bin #24),0,0,0,0,0,0,0,0
2025-03-10,Day,P1B,bin 2 p-1b pull turbine,0,0,0,0,0,0,0,0
2025-03-10,Day,P212A,bin 1 p-212a,0,0,0,0,0,0,0,0
2025-03-10,Day,P214A,bin 2 p-214a,0,0,0,0,0,0,0,0
2025-03-10,Day,P216,b&r working on p-216 case drains,0,0,0,0,0,0,0,0
2025-03-10,Day,P216B,bin 1 p-216b,0,0,0,0,0,0,0,0
2025-03-10,Day,P41B,bin 3 p-41b seal repair,1,0,0,0,0,1,0,1
2025-03-10,Day,P44S,bin 2 sv-981 @ p-44s,0,0,0,0,0,0,0,0
2025-03-11,Day,P1B,bin 2 p-1b pull turbine,0,0,0,0,0,0,0,0
2025-03-11,Day,P212A,bin 1 p-212a,0,0,0,0,0,0,0,0
2025-03-11,Day,P214A,bin 2 p-214a,0,0,0,0,0,0,0,0
2025-03-11,Day,P216,b&r cutting and welding 12” line from d-39 to p-216 pumps.,0,0,0,0,0,0,0,0
2025-03-11,Day,P216A,b&r continue to work on p-216a case drains.,0,0,0,0,0,0,0,0
2025-03-11,Day,P216B,bin 1 p-216b,0,0,0,0,0,0,0,0
2025-03-11,Day,P41B,bin 3 p-41b seal repair,1,0,0,0,0,1,0,1
2025-03-11,Day,P44S,bin 2 sv-981 @ p-44s,0,0,0,0,0,0,0,0
2025-03-11,Day,P70,b&r cutting and prepping 3” line on kickback for p-70 pumps.,0,0,0,0,1,0,0,1
2025-03-12,Day,P1000A,"turner and ivol i&e changed gaskets on p-1000a/b to instrument panels, will work to completion.",0,0,0,0,0,0,0,0
2025-03-12,Day,P1B,bin 2 p-1b pull turbine,0,0,0,0,0,0,0,0
2025-03-12,Day,P202,"dew point checks – d-63 (-86°c), p-45b (-61°c), p-202 (-44°c), d-12 u/s of fv-503 (-75°c).",0,0,0,0,0,0,0,0
2025-03-12,Day,P212A,bin 1 p-212a,0,0,0,0,0,0,0,0
2025-03-12,Day,P214A,bin 2 p-214a,0,0,0,0,0,0,0,0
2025-03-12,Day,P216A,b&r working on p-216a case drains,0,0,0,0,0,0,0,0
2025-03-12,Day,P216B,bin 1 p-216b,0,0,0,0,0,0,0,0
2025-03-12,Day,P41B,bin 3 p-41b seal repair,1,0,0,0,0,1,0,1
2025-03-12,Day,P44S,bin 2 sv-981 @ p-44s,0,0,0,0,0,0,0,0
2025-03-12,Day,P45B,"dew point checks – d-63 (-86°c), p-45b (-61°c), p-202 (-44°c), d-12 u/s of fv-503 (-75°c).",0,0,0,0,0,0,0,0
2025-03-13,Night,P15B,bin # 7 p-15b,0,0,0,0,0,0,0,0
2025-03-13,Night,P15C,bin #1 p-15c,0,0,0,0,0,0,0,0
2025-03-13,Night,P1B,2: p-1b,0,0,0,0,0,0,0,0
2025-03-13,Night,P212A,bin 1 p-212-a,0,0,0,0,0,0,0,0
2025-03-13,Night,P213A,bin # 11 p-213 a/b,0,0,0,0,0,0,0,0
2025-03-13,Night,P214A,bin 2 p-214-a,0,0,0,0,0,0,0,0
2025-03-13,Night,P215,bin #2 p-215,0,0,0,0,0,0,0,0
2025-03-13,Night,P216A,#34 : p-216a,0,0,0,0,0,0,0,0
2025-03-13,Night,P216B,1: p-216b,0,0,0,0,0,0,0,0
2025-03-13,Night,P35A,bin 5 p-35-a,0,0,0,0,0,0,0,0
2025-03-13,Night,P35B,bin # 1 p-35-b,0,0,0,0,0,0,0,0
2025-03-13,Night,P36A,bin 4 p-36-a,0,0,0,0,0,0,0,0
2025-03-13,Night,P37A,bin # 14 p-37 a/b,0,0,0,0,0,0,0,0
2025-03-13,Night,P41B,bin #3 p-41b (main sat box is at t&i south bin #24,0,0,0,0,0,0,0,0
2025-03-13,Night,P70A,2230 unlocked p-70 a/b.,0,0,0,0,0,0,0,0
2025-03-14,Day,P1B,bin 2 p-1b pull turbine,0,0,0,0,0,0,0,0
2025-03-14,Day,P212A,installing p-212a | bin 1 p-212a,0,0,0,0,0,0,0,0
2025-03-14,Day,P214A,bin 2 p-214a,0,0,0,0,0,0,0,0
2025-03-14,Day,P216A,ivol maintenance aligned p-216a.,0,0,0,0,0,1,0,0
2025-03-14,Day,P216B,bin 1 p-216b,0,0,0,0,0,0,0,0
2025-03-14,Day,P41B,bin 3 p-41b seal repair,1,0,0,0,0,1,0,1
2025-03-14,Day,P44S,bin 2 sv-981 @ p-44s,0,0,0,0,0,0,0,0
2025-03-14,Day,P70A,lined up p-70a/b to the minflow line so b&r could proceed with hydros.,0,0,0,0,0,0,0,0
2025-03-14,Day,P70B,p-70b has been running throughout the day.,0,0,0,0,0,0,0,0
2025-03-15,Day,P1B,bin 2 p-1b pull turbine,0,0,0,0,0,0,0,0
2025-03-15,Day,P212A,installing p-212a & p-213a | bin 1 p-212a,0,0,0,0,0,0,0,0
2025-03-15,Day,P213A,installing p-212a & p-213a,0,0,0,0,0,0,0,0
2025-03-15,Day,P214A,bin 2 p-214a,0,0,0,0,0,0,0,0
2025-03-15,Day,P216A,b&r bolting up & hydroing new case drains on p-216a,0,0,0,0,0,0,0,0
2025-03-15,Day,P216B,bin 1 p-216b,0,0,0,0,0,0,0,0
2025-03-15,Day,P41B,bin 3 p-41b seal repair,1,0,0,0,0,1,0,1
2025-03-15,Day,P44S,bin 2 sv-981 @ p-44s,0,0,0,0,0,0,0,0
2025-03-15,Night,P15B,bin # 7 p-15b,0,0,0,0,0,0,0,0
2025-03-15,Night,P15C,bin #1 p-15c,0,0,0,0,0,0,0,0
2025-03-15,Night,P1B,2: p-1b,0,0,0,0,0,0,0,0
2025-03-15,Night,P212A,bin 1 p-212-a,0,0,0,0,0,0,0,0
2025-03-15,Night,P213A,bin # 11 p-213 a/b,0,0,0,0,0,0,0,0
2025-03-15,Night,P214A,bin 2 p-214-a,0,0,0,0,0,0,0,0
2025-03-15,Night,P215,bin #2 p-215,0,0,0,0,0,0,0,0
2025-03-15,Night,P216A,6:00pm brown and root - p-216a bolt up | #34 : p-216a,0,0,0,0,0,1,0,0
2025-03-15,Night,P216B,1: p-216b,0,0,0,0,0,0,0,0
2025-03-15,Night,P35A,bin 5 p-35-a,0,0,0,0,0,0,0,0
2025-03-15,Night,P35B,bin # 1 p-35-b,0,0,0,0,0,0,0,0
2025-03-15,Night,P36A,bin 4 p-36-a,0,0,0,0,0,0,0,0
2025-03-15,Night,P37A,bin # 14 p-37 a/b,0,0,0,0,0,0,0,0
2025-03-15,Night,P41B,bin #3 p-41b (main sat box is at t&i south bin #24,0,0,0,0,0,0,0,0
2025-03-16,Day,P15B,bin 7 p-15b,0,0,0,0,0,0,0,0
2025-03-16,Day,P15C,bin 1 p-15c,0,0,0,0,0,0,0,0
2025-03-16,Day,P1B,bin 2 p-1b,0,0,0,0,0,0,0,0
2025-03-16,Day,P212A,installing p-212a & p-213a | bin 1 p-212a,0,0,0,0,0,0,0,0
2025-03-16,Day,P213A,installing p-212a & p-213a,0,0,0,0,0,0,0,0
2025-03-16,Day,P214A,bin 2 p-214a,0,0,0,0,0,0,0,0
2025-03-16,Day,P215,bin 2 p-215,0,0,0,0,0,0,0,0
2025-03-16,Day,P216A,b&r working on pipe bolt up and welding pipe supports on p-216a. | bin 34: p-216a,0,0,0,0,0,0,0,0
2025-03-16,Day,P216B,bin 1 p-216b,0,0,0,0,0,0,0,0
2025-03-16,Day,P41B,bin 3 p-41b seal repair,1,0,0,0,0,1,0,1
2025-03-16,Day,P44S,bin 2 sv-981 @ p-44s,0,0,0,0,0,0,0,0
2025-03-16,Night,P15B,bin # 7 p-15b,0,0,0,0,0,0,0,0
2025-03-16,Night,P15C,bin #1 p-15c,0,0,0,0,0,0,0,0
2025-03-16,Night,P1B,2: p-1b,0,0,0,0,0,0,0,0
2025-03-16,Night,P212A,bin 1 p-212-a,0,0,0,0,0,0,0,0
2025-03-16,Night,P213A,bin # 11 p-213 a/b,0,0,0,0,0,0,0,0
2025-03-16,Night,P214A,bin 2 p-214-a,0,0,0,0,0,0,0,0
2025-03-16,Night,P215,bin #2 p-215,0,0,0,0,0,0,0,0
2025-03-16,Night,P216A,#34 : p-216a,0,0,0,0,0,0,0,0
2025-03-16,Night,P216B,1: p-216b,0,0,0,0,0,0,0,0
2025-03-16,Night,P35A,bin 5 p-35-a,0,0,0,0,0,0,0,0
2025-03-16,Night,P35B,bin # 1 p-35-b,0,0,0,0,0,0,0,0
2025-03-16,Night,P36A,bin 4 p-36-a,0,0,0,0,0,0,0,0
2025-03-16,Night,P37A,bin # 14 p-37 a/b,0,0,0,0,0,0,0,0
2025-03-16,Night,P41B,bin #3 p-41b (main sat box is at t&i south bin #24,0,0,0,0,0,0,0,0
2025-03-16,Night,P76,writing procedure for starting p-76 pumps,0,0,0,0,0,0,0,0
2025-03-17,Day,P15B,bin 7 p-15b,0,0,0,0,0,0,0,0
2025-03-17,Day,P15C,bin 1 p-15c,0,0,0,0,0,0,0,0
2025-03-17,Day,P1B,bin 2 p-1b,0,0,0,0,0,0,0,0
2025-03-17,Day,P212A,bin 1 p-212a,0,0,0,0,0,0,0,0
2025-03-17,Day,P213A,working on p-213a | bin 11: p-213a/b,0,0,0,0,0,0,0,0
2025-03-17,Day,P214A,bin 2 p-214a,0,0,0,0,0,0,0,0
2025-03-17,Day,P215,bin 2 p-215,0,0,0,0,0,0,0,0
2025-03-17,Day,P216A,b&r welded a support for p-216a (beam above pump). | bin 34: p-216a,0,0,0,0,0,0,0,0
2025-03-17,Day,P216B,bin 1 p-216b,0,0,0,0,0,0,0,0
2025-03-17,Day,P35A,bin 5 p-35a,0,0,0,0,0,0,0,0
2025-03-17,Day,P35B,bin 01: p-35b,0,0,0,0,0,0,0,0
2025-03-17,Day,P36A,bin 4 p-36a,0,0,0,0,0,0,0,0
2025-03-17,Day,P37A,bin 14: p-37a/b,0,0,0,0,0,0,0,0
2025-03-17,Day,P41B,bin 3 p-41b seal repair,1,0,0,0,0,1,0,1
2025-03-17,Day,P44S,bin 2 sv-981 @ p-44s,0,0,0,0,0,0,0,0
2025-03-17,Day,P58A,locked out p-58a/b discharge piping for ft-5091 tap replacement.,0,0,0,0,0,0,0,0
2025-03-17,Day,P70B,de-ionizing trailer is supplying tk-23 to refill/ use for hydros (p-70b is running 10:00).,0,0,0,0,0,0,0,0
2025-03-17,Night,P15B,bin # 7 p-15b,0,0,0,0,0,0,0,0
2025-03-17,Night,P15C,bin #1 p-15c,0,0,0,0,0,0,0,0
2025-03-17,Night,P1B,2: p-1b,0,0,0,0,0,0,0,0
2025-03-17,Night,P212A,bin 1 p-212-a,0,0,0,0,0,0,0,0
2025-03-17,Night,P213A,bin # 11 p-213 a/b,0,0,0,0,0,0,0,0
2025-03-17,Night,P214A,bin 2 p-214-a,0,0,0,0,0,0,0,0
2025-03-17,Night,P215,bin #2 p-215,0,0,0,0,0,0,0,0
2025-03-17,Night,P216A,#34 : p-216a,0,0,0,0,0,0,0,0
2025-03-17,Night,P216B,1: p-216b,0,0,0,0,0,0,0,0
2025-03-17,Night,P30,reinstalled water sight flow indicators for seal pots on p30 and p31 pumps.,1,0,0,0,0,0,0,1
2025-03-17,Night,P31,reinstalled water sight flow indicators for seal pots on p30 and p31 pumps.,1,0,0,0,0,0,0,1
2025-03-17,Night,P35A,bin 5 p-35-a,0,0,0,0,0,0,0,0
2025-03-17,Night,P35B,bin # 1 p-35-b,0,0,0,0,0,0,0,0
2025-03-17,Night,P36A,bin 4 p-36-a,0,0,0,0,0,0,0,0
2025-03-17,Night,P37A,bin # 14 p-37 a/b,0,0,0,0,0,0,0,0
2025-03-17,Night,P41B,bin #3 p-41b (main sat box is at t&i south bin #24,0,0,0,0,0,0,0,0
2025-03-17,Night,P58A,#7 : p-58a/b discharge piping (ft-5091),0,0,0,0,0,0,0,0
